Identifier	AP_FWeight	FOUND_BY	MWt	MolVol	VMcGowan	N_Atoms	N_Carbon	N_Hydrgn	N_Ntrgen	N_Oxygen	N_Phsphr	N_Sulfur	N_Boron	N_Fluorn	N_Chlorn	N_Bromin	N_Iodine	N_Halogen	N_Nonorgn	N_Metal	N_Bonds	N_FrRotB	F_SgleB	F_DbleB	F_TpleB	F_AromB	F_AFRBWF	N_CYPAtoms	N_CYPSites	N_AOXSites	N_UGTSites	N_Rings	N_AromR	N_AlipR	N_Pisyms	N_IsolLP	N_Kekule	Herndon	X0	X1	X2	Kappa1	Kappa2	Kappa3	Wiener	T_RDmtr	Blbn_J	Blbn_MSD	SsCH3	SssCH2	SsssCH	SssssC	SdCH2	SdsCH	SdssC	SaaCH	SaasC	SaadC	SaaaC	StCH	SddC	StsC	SssssN	SdsssN	SsNH2	SssNH	SsssN	SdNH	SdsN	SdssN	SaaN	SaaNH	SaasN	SddsN	SaadN	SaaaN	StN	StsN	StdN	SsOH	SssO	SsO-	SdO	SaaO	SdsssP	SssssP	SdssPH	SsPH2	SssPH	SsssP	SsssssP	SddssS	SsSH	SssS	SssssssS	SdssS	SsssS	SdS	SaaS	SsssB	SaasB	SsF	SsCl	SsBr	SsI	SHsOH	SHdNH	SHsNH2	SHssNH	SHsSH	SHCH_321	SHdCH2	SHdsCH	SHaaCH	SHtCH	S_unknown	AlHdrxl_-OH	ArHdrxl_-OH	Carbonyl_C=O	Ether___-O-	PriAmine_-NH2	PriAmAli_-NH2	PriAmAro_-NH2	SecAmine_>NH	TerAmine_>N-	QuaAmine_>[N+]<	ArNitrog_=N-	Imine___=N-	Nitrile_C#N	Isocynd_[N+]#[C-]	Thiol___-SH	ThioCrbl_C=S	Sulfide_-S-	Slfonium_>[S+]-	Phsphine_>P-	HydxlAmn_>N-O-	Oxime___=N-O-	Nitroso_-N=O	N-oxide_>[N+][O-]	Hdrzine_>N-N<	Hdrzone_=N-N<	Azo_____-N=N-	Diazo___-[N+]#N	ThioAmin_>N-S-	Disulfde_-S-S-	Sulfoxde_>S=O	Thioxime_=N-S-	Nitro___-NO2	Nitrite_-O-N=O	Ntrosam_>N-N=O	Azoxy___-N(=O)=N-	Azide___-N=N#N	Sulfone_>S(=O)=O	Sulfinat_S(=O)O-	Phsporat_P(=O)O-	Triazo__-N-N-N-	Oxadiazo_-N-O-N-	Thiadiaz_-N-S-N-	Triazene_-N=N-N-	Nitrate_-O-NO2	NNitro__>N-NO2	Sulfonat_-SO3-	Sulfite_-SO3<	Sulfonmd_-SO2-N<	PriSlfmd_-SO2-NH2	Phsponat_-PO3<	SPhspnat_-SPO2<	Phspite_-OPO2<	Tetrazo_-NNNN-	Oxdzoxde_-N(=O)ON-	NOHydxam_-N(N=O)OH	Sulfamid_>NSO2N<	Sulfate_-OSO3	ThioSulf_-SSO3	Phspate_O=PO3<-	PhspatS_O=PS(k)O(3-k)<-	SPhspat_S=PO3<-	SPhspatS_S=PS(k)O(3-k)<-	PhspatN_O=PN(n)O(3-n)<<<	SPhspatN_S=PN(n)O(3-n)<<<	PhsptSN_O=PS(k)N(n)O(3-n-k)<<	SPhsptSN_S=PS(k)N(n)O(3-n-k)<<	Diphspat_O=PO2-O-PO2=O	Triphspt_O=PO2-O-PO(=O)-OPO2=O	AlCbxyl_-COOH	ArCbxyl_-COOH	Ester___C(=O)OC	Amide___C(=O)N<	Thioamd_C(=S)N<	Amidine_C(=N-)N<	Isocyant_-N=C=O	Thiocynt_-S-C#N	Isothcnt_-N=C=S	Urea____>NC(=O)N<	Carbmte_>NC(=O)O<	Guandne_>NC(=N-)N<	Imide___O=C(N-)C=O	Barbitur_C1C(=O)NC(=O)NC1=O	Unknown_	M_CX	M_NO	M_PRX	M_UB	M_HB	M_POL	M_AMP	M_ALK	M_RNG	M_QN	M_NO2	M_NCS	M_BLM	AlphaAA	PrAlphAA	AlphaAE	PrAlphAE	Steroid	H_AlAlco	H_AlAcid	H_AlAmin	H_ArAcid	H_Phenol	H_AlPyri	H_Azo	H_Nitrle	H_HCarb	H_Nitro	H_SO2	H_FAlkan	H_PAH	H_MultiN	H_AmAcid	T_Rgrav	T_Rgeom	T_Radmax	T_Rada	T_Radb	T_Radc	T_Rads	T_HydroR	T_MIRxx	T_MIRyy	T_Dipole	T_PSA	T_Grav3	FormalQ	IHB	PHB	HBD	HBDH	HBA	HBDo	HBAo	HBDn	HBAn	HBDch	HBAch	HBDoch	HBAoch	HBDnch	HBAnch	ABSQ	ABSQon	MaxQ	MinQ	NPA_ABSQ	NPA_AQon	NPA_AQh	NPA_AQc	NPA_MaxQ	NPA_MinQ	NPA_Q1	NPA_Q2	NPA_Q3	NPA_Q4	NPA_Q5	NPA_Q6	EEM_AFon	EEM_AFc	EEM_AFpl	EEM_AFnp	EEM_MaxF	EEM_XFon	EEM_NFon	EEM_XFh	EEM_XFc	EEM_NFc	EEM_XFpl	EEM_NFpl	EEM_XFnp	EEM_NFnp	EEM_F1	EEM_F2	EEM_F3	EEM_F4	EEM_F5	EEM_F6	Pi_ABSQ	Pi_AQo	Pi_AQn	Pi_AQc	Pi_MaxQ	Pi_MinQ	Pi_Q1	Pi_Q2	Pi_Q3	Pi_Q4	Pi_Q5	Pi_Q6	Pi_AFPlc	Pi_AFMic	Pi_MaxFPl	Pi_MaxFMi	Pi_FPl1	Pi_FPl2	Pi_FPl3	Pi_FPl4	Pi_FPl5	Pi_FPl6	Pi_FMi1	Pi_FMi2	Pi_FMi3	Pi_FMi4	Pi_FMi5	Pi_FMi6	EqualChi	EqualEta	Elephity	N_Electr	PolarizG	PolarizM	N_IoAcAt	N_IoBaAt	FAnion	FCation	FUnion	FZwitter	QAvgNeg	QAvgPos	F_NLP	F_HBP	SMILES	Orig.Order
88485-37-4	309.67397	1	309.67397	259	258.32	20	12	11	1	3	0	0	0	3	1	0	0	4	0	0	21	4	0.666666666666667	4.76190476190476E-02	0	0.285714285714286	0.275	9	15	0	0	2	1	1	1	5	2	0.821379408963535	14.5875756698105	9.46534506082868	9.0738564993097	16.3718820861678	7.31985731272295	5.05785123966942	874	0.55	1.80303525872351	5.25256829410247	0	0.578647120498371	-0.681989375997313	-4.63371055366591	0	0	-1.13225592088687	5.14271164021164	0.207506621348163	0	0	0	0	0	0	0	0	0	0	0	3.14695389266818	0	0	0	0	0	0	0	0	0	0	0	14.7291079373669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.7018442932729	5.63562878962846	0	0	0	0	0	0	0	4.2872460469942	0	0	5.94524937011842	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5	4	3	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82173776702019	3.62008287197959	5.92713553323404	8.81422548396687	5.05918735177552	2.80605035791675	5.85637430195261	5.44236446993788	0.488854681666382	0.40855948629193	1.52809413323662	40.05	16.1662384586491	0	0	0	0	0	4	0	3	0	1	0	-1.80081354797119	0	-1.74836667930076	0	-5.24468686704342E-02	3.5816023263123	1.09239625492642	0.435969707268483	-0.347909685996977	7.75428140953234	1.80081354797119	2.30078663432397	2.55984402897862	1.09958705173911	-0.681083460321803	-1.63394765315088	-0.158774042490476	-0.76022650858614	0.886535374848584	1.51850482578735	-3.10068371739546	1.64617622390966	21.610868663792	6.86625226648332	21.610868663792	5.16664108507265	1.02286016888232	0.15535396731075	0.260825882015334	2.92387439744027	0.714237705336488	5.16664108507265	-1.78116525003355E-02	2.92387439744027	0.714237705336488	34.0857477110399	62.3760133236035	68.7684043502478	46.6681604681674	36.2320135333042	46.7101067932857	0.486175155741433	0.123741080278839	0.165573681546192	0.115284390834719	0.123741080278839	-0.165573681546192	-2.90840909307672E-02	4.40087165423922E-03	-2.19651433991585E-03	1.14190284621989E-03	8.89730128390079E-03	-1.97750434430364E-02	7.16761898886682	5.77140837516961	2.18268178070763	1.63852409213396	10.3305158813168	12.0734822692171	9.69111698033861	4.51678946874964	4.67361810250038	1.30850900558836	9.63131141548692	8.7532955054142	8.91259329392549	6.09339572458751	4.31877435853862	4.16139528417663	6.75180898254962	0.316379709828622	72.0446399067936	158	26.1938905382863	24.9371702531645	0	1	0	1.19663840280106E-12	0.999999999998803	0	0	1.19663840280106E-12	0.34999999999994	0	C{5.3416,-3.0843,0.0000}(C{5.3416,-1.5355,0.0000}(F{6.8773,-1.5355,0.0000})(F{3.7930,-1.5355,0.0000})F{5.3416,0.0000,0.0000})(=N{6.7984,-3.0843,0.0000}O{8.0060,-3.0843,0.0000}C{9.3447,-3.8455,0.0000}C|0|{10.6834,-3.0843,0.0000}1O|0|{12.0877,-3.7142,0.0000}C|0|{13.1245,-2.5593,0.0000}C|0|{12.3633,-1.2206,0.0000}O|0|{10.8408,-1.5355,0.0000}1)c|1|{4.0029,-3.8455,0.0000}2c|1|{4.0029,-5.3942,0.0000}c|1|{2.6642,-6.1685,0.0000}c|1|{1.3255,-5.3942,0.0000}(c|1|{1.3255,-3.8455,0.0000}c|1|{2.6642,-3.0843,0.0000}2)Cl{0.0000,-6.1685,0.0000}	1
88-19-7	171.21893	0	171.21893	182	182.84	11	7	9	1	2	0	1	0	0	0	0	0	0	0	0	11	1	0.272727272727273	0.181818181818182	0	0.545454545454545	0.363636363636364	6	12	0	1	1	1	0	1	3	2	0.821379408963535	8.48312766312544	5.0158553180455	5.23425941064744	9.09090909090909	3.1640625	2.21453287197232	144	0.454545454545455	2.54511021700604	2.86673713796396	1.7080787037037	0	0	0	0	0	0	6.61226851851852	0.870370370370371	0	0	0	0	0	0	0	4.92981481481482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.662962962963	0	0	0	0	0	0	0	0	0	-3.53349537037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79052777777778	0	0	0.657138888888889	0	0	4.9973024691358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88855761811855	1.93275378413357	2.93254880942369	5.22269577714452	3.7878220144279	2.75412739095081	3.99060050433092	3.89483581116607	0.466825253759008	0.376611184238536	2.11121269559088	60.16	14.5353432686516	0	0	0	1	2	3	0	2	1	1	0.761100773879748	-2.88319564906568	0	-1.80640460834239	0.761100773879748	-1.07679104072329	1.5847749938155	0.603198681438064	0.134868678283847	-0.245134431715571	8.81027065700697	2.88319564906568	2.26649160382162	1.58822799506642	2.07235540905326	-1.07679104072329	-6.39320518196021	4.94948079825422	-3.03571726291244	3.7229078500484	-2.65427187696977	0.197429985919675	1.85988386891575	9.10767735786343	1.85988386891575	14.6076210241684	5.49994366630493	0.641545879823038	0.576792109269673	1.05396446748817	2.02642232822536	0.394337068364175	0.641545879823038	0.576792109269673	5.49994366630493	0.394337068364175	22.7411189292179	41.1081040823689	49.4397854276871	34.2805879746479	17.9388052756319	5.56983539006316	0.207476066080255	0	0	0.207476066080255	5.05627475628114E-02	-8.77968148763717E-02	-8.28282137981449E-03	4.82572090004252E-03	-2.47875811922015E-03	0	0	0	6	6	1.95671773979842	1.63039129168481	4.62650537513794	4.68344021130734	4.32704906885114	0	0	0	4.50874156363796	4.51055005880499	4.48967487534406	0	0	0	6.49177830187549	0.411507119689194	51.2059008268576	90	18.1190112247359	17.0076375111111	1	0	1.89587936199741E-03	0	0.998104120638003	0	1.89587936199741E-03	0	0.454717807214727	0.181645829148909	C{3.0774,0.0000,0.0000}c|0|{2.3080,-1.3294,0.0000}1c|0|{3.0774,-2.6650,0.0000}(c|0|{2.3080,-4.0006,0.0000}c|0|{0.7693,-4.0006,0.0000}c|0|{0.0000,-2.6650,0.0000}c|0|{0.7693,-1.3294,0.0000}1)S{4.6161,-2.6650,0.0000}(=O{4.6161,-1.1263,0.0000})(=O{4.6161,-4.2037,0.0000})N{6.1547,-2.6650,0.0000}	2
1083-27-8	222.28596	0	222.28596	259	301.66	16	13	18	0	3	0	0	0	0	0	0	0	0	0	0	16	6	0.5625	0.0625	0	0.375	0.28125	10	16	0	1	1	1	0	1	0	2	0.821379408963535	11.8031186194344	7.73638210521845	6.20012449044826	14.0625	8.14404432132964	5.77777777777778	545	0.75	2.03087067509796	5.32212363629407	2.1413235399171	4.83273767401563	0	0	0	0	-0.322686602418745	6.07814657344419	0.632210481350994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05951494807732	5.09394368858654	0	11.484809697027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56515098185907	0	0	0	0	3.37688336820276	0	0	5.41689774783498	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	3	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.69911525708523	3.6438089617871	6.46904707895486	9.48003762244291	3.42329701601118	2.99005140241843	5.74839783109305	5.1056349552158	0.486348719289927	0.476148937303862	1.7064240740095	46.53	14.2926864012134	0	0	0	1	1	3	1	3	0	0	0.452897061862673	-1.78370217097911	0.452897061862673	-1.78370217097911	0	0	2.70530190623612	0.977803036109923	0.292639848791484	-0.545708615752632	10.1374909989472	1.78370217097911	3.98311261228526	4.37067621568284	0.738497690290303	-0.626554223084384	-0.480284709366107	-0.425978205515837	0.162458892221935	0.527569622217835	-1.17506802825149	1.20189943826519	2.0409918268491	25.6046985451666	2.0409918268491	25.6046985451666	2.64301331513917	1.4522832304867	0.200872521123406	1.70003992769236	2.64301331513917	1.29096664597789	1.4522832304867	0.200872521123406	2.64301331513917	1.29096664597789	47.1964661186077	72.4390258650898	74.6900541952509	63.1950144072268	53.6996695088512	46.7071214369987	1.32766010657574	0.808823843540179	0	0.518836263035564	0.206188054442584	-0.473896542692954	-8.10901511176969E-02	-5.47919897228078E-02	-4.28271173272921E-02	3.67644977187667E-02	1.57402478819557E-02	-4.42745470091352E-02	7.86642945430029	7.18771808102194	1.89132884095399	2.27216852581567	10.656039873371	14.5513006256133	8.80119179056323	4.21401161364597	3.98562006776339	0.682537005612233	9.87083462603077	16.5906601665995	5.65826004911996	6.77847141678552	1.18673919428499	1.45607936091411	6.26364253634533	0.328714555352198	59.6767273981502	120	26.7370079689894	24.5580816333333	1	0	2.70714418231549E-02	0	0.972928558176845	0	2.70714418231549E-02	0	0.376691965113947	6.08080348860528E-02	C{5.3229,-1.5061,0.0000}(=O{5.3229,0.0000,0.0000})(c|0|{3.9922,-2.2812,0.0000}1c|0|{2.6907,-1.5061,0.0000}c|0|{1.3307,-2.2812,0.0000}c|0|{1.3307,-3.7875,0.0000}(c|0|{2.6907,-4.5625,0.0000}c|0|{3.9922,-3.7875,0.0000}1)O{0.0000,-4.5625,0.0000})O{6.6244,-2.2812,0.0000}C{7.9405,-1.5061,0.0000}C{9.3005,-2.2812,0.0000}C{10.6312,-1.5061,0.0000}C{11.9327,-2.2812,0.0000}C{13.2927,-1.5061,0.0000}C{14.6234,-2.2812,0.0000}	3
1918-00-9	221.04082	0	221.04082	189	176.97	13	8	6	0	3	0	0	0	0	2	0	0	2	0	0	13	1	0.461538461538462	7.69230769230769E-02	0	0.461538461538462	0.153846153846154	3	9	0	1	1	1	0	1	0	2	0.821379408963535	10.0080716895078	6.07458606266997	5.42538814360574	11.0769230769231	4.48148148148148	2.26843100189036	226	0.384615384615385	2.7089983784052	3.15822085585524	1.33728395061728	0	0	0	0	0	-1.16263888888889	2.89387345679012	0.302206790123459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.77895061728395	4.82101851851852	0	10.7306172839506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3542438271605	0	0	2.74065740740741	0	0	0	0	0.805101851851852	0	0	2.76946759259259	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	1	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.31682769213627	2.14558856630482	3.21916010299194	5.00032697340901	4.4442046391235	3.63064014533838	4.37795755044027	4.35117873452755	0.414453288906293	0.329933687330792	1.0649596244882	46.53	13.9934274998605	0	1	1	1	1	3	1	3	0	0	0.49060592323189	-1.72787715392416	0.49060592323189	-1.72787715392416	0	0	2.30525915642602	0.947671923534503	0.294285353346127	-0.52659544017547	5.41276290543333	1.72787715392416	1.55469859137588	2.10442098709652	0.780768354024576	-0.647000239653265	-1.22083834725194	0.925813256246874	-1.02318227687327	0.925387496335101	0.228394790886696	-1.1678954520228	1.24165344922382	8.66011141537902	8.48588332584557	8.66011141537902	3.62523788234119	0.890612378004515	0.119053360093239	1.04393980059404	1.96959614580831	0.516906933624582	3.62523788234119	0.119053360093239	1.96959614580831	0.516906933624582	11.2969358244718	28.3105218592377	34.863890120945	33.7051620837148	39.7518794767572	10.588588641483	1.56589150182569	0.819192994667823	0	0.589352564712247	0.212905539082548	-0.474941984130817	-9.82913842592565E-02	-6.92120589849471E-02	1.71746284200987E-02	-1.52710701479987E-02	-2.15907551108938E-02	0	9.69507069192437	7.41925387763718	2.52296418194745	2.46820071835285	14.5942624056328	19.7412389702993	15.3934735516732	7.6617825470814	4.65619853426262	0	14.7657661946996	18.2594525168464	16.8276357940459	9.98835445194512	1.29675713646728	0	6.73140374281715	0.361667465540829	62.6428980569964	112	19.1581908310955	19.30082175	1	0	0.999935733568338	0	6.42664316620808E-05	0	0.999935733568338	0	0.461533517966795	4.94357166630915E-06	c|0|{2.6945,-2.3240,0.0000}1(c|0|{4.0216,-3.0718,0.0000}(c|0|{4.0216,-4.6279,0.0000}(Cl{5.3891,-5.4295,0.0000})c|0|{2.6945,-5.4092,0.0000}c|0|{1.3675,-4.6279,0.0000}c|0|{1.3675,-3.0718,0.0000}1Cl{0.0000,-2.2836,0.0000})O{5.3891,-2.2836,0.0000}C{6.7363,-3.0515,0.0000})C{2.6945,-0.7679,0.0000}(=O{1.3675,0.0000,0.0000})O{4.0216,0.0000,0.0000}	4
2528-16-7	256.25974	1	256.25974	259	268.29	19	15	12	0	4	0	0	0	0	0	0	0	0	0	0	20	3	0.3	0.1	0	0.6	0.368421052631579	10	22	0	1	2	2	0	2	0	4	1.64275881792707	13.6649259390002	9.18154055035206	7.91485320541051	15.39	7.69526627218935	4.5	760	0.526315789473684	1.77748065010927	5.08753780680522	0	0.118677248677249	0	0	0	0	-1.78322761820778	15.1961746029143	0.856619373057866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99201649951379	5.10268518518518	0	22.8503880421927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75491522425086	0	0	0	0	1.09226530612245	0	0	11.7802615171375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	15	4	2	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3.51734147223229	3.50148365862735	5.85463767868414	8.9132359061986	4.12520172546155	3.10792970035943	5.70889693041457	5.24934086975898	0.482348855960392	0.449496429521111	1.9292571704472	63.6	15.0641094125828	0	0	0	1	1	4	1	4	0	0	0.460752663900608	-2.36814706716989	0.460752663900608	-2.36814706716989	0	0	3.54303534093508	1.41671045102053	0.293798702422175	-0.543030803515955	8.66698870484237	2.36814706716989	2.81075612930166	3.48808550837081	0.761680952414131	-0.65002309913387	-1.60346664015737	0.303117897031507	1.05551279452357	-1.82007586854388	1.58802979933962	-0.301592910928997	2.97722719111829	23.8663292831421	2.97722719111829	23.8663292831421	2.20525216247136	1.24154637206115	0.17207199720034	1.45249095740325	2.20525216247136	1.0466213246124	1.24154637206115	0.17207199720034	2.20525216247136	1.0466213246124	39.3858507479814	62.4036416238238	66.2215183573372	53.5538567737025	49.5964083000401	44.2475944139251	1.82868702585759	1.26570259055155	0	0.562984435306045	0.220409199975321	-0.458785730403439	-0.114159947104321	-0.145413937095709	0.050372745638679	-0.142727709248319	0.065178197677094	6.56973743785573E-04	15.2379480812231	15.7080154463744	1.98891665597868	2.4519335514764	19.123488996634	22.1718298597393	21.3655515849915	14.4118850528405	17.9232926816065	15.7607011678184	16.2891845945224	21.8944826103471	21.8757919811265	12.7402250652017	15.3569983286453	10.8446671562913	6.33861768921275	0.308422844972417	65.1347247211763	134	27.4043251204027	26.9409481791045	1	0	0.999699541322078	0	3.00458677921663E-04	0	0.999699541322078	0	0.473668396911688	1.58136146274591E-05	c|0|{2.6689,-2.3060,0.0000}1(c|0|{2.6689,-3.8431,0.0000}(C{4.0034,-4.6226,0.0000}(=O{4.0034,-6.1598,0.0000})O{5.3378,-3.8431,0.0000})c|0|{1.3345,-4.6226,0.0000}c|0|{0.0000,-3.8431,0.0000}c|0|{0.0000,-2.3060,0.0000}c|0|{1.3345,-1.5373,0.0000}1)C{4.0034,-1.5373,0.0000}(=O{4.0034,0.0000,0.0000})O{5.3378,-2.3060,0.0000}C{6.6723,-1.5373,0.0000}c|1|{8.0067,-2.3060,0.0000}2c|1|{9.3411,-1.5373,0.0000}c|1|{10.6755,-2.3060,0.0000}c|1|{10.6755,-3.8431,0.0000}c|1|{9.3411,-4.6226,0.0000}c|1|{8.0067,-3.8431,0.0000}2	5
599-79-1	398.39918	1	398.39918	378	362.06	28	18	14	4	5	0	1	0	0	0	0	0	0	0	0	30	3	0.266666666666667	0.133333333333333	0	0.6	0.273809523809524	15	31	1	4	3	3	0	2	2	8	2.46413822689061	20.1480536021256	13.3481737754539	12.5559741859454	22.68	10.3469387755102	6.49750096116878	2428	0.571428571428571	1.37663672633327	7.56628556483809	0	0	0	0	0	0	-1.28748573840948	15.7488344619038	0.146374303760461	0	0	0	0	0	0	0	0	2.3617249121609	0	0	7.83234217800731	0	3.91223386967955	0	0	0	0	0	0	0	0	18.4710708302212	0	24.6820202372173	11.0111506269293	0	0	0	0	0	0	0	0	-3.79493234813694	0	0	0	0	0	0	0	0	0	0	0	0	0	5.52616160370119	0	0	2.21008947560861	0	0	0	0	16.5069738805447	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9	6	13	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5.24744439492567	5.25376444240951	8.40634122664271	13.0726827764565	3.53025424135581	3.43513977223991	7.49788068588502	6.30757702023375	0.488105683958053	0.486824157617135	3.96196208958861	141.31	18.4395407766333	0	1	3	3	3	9	2	5	1	4	1.35340511181308	-5.45635194204809	0.967673351984371	-3.63060285298736	0.385731759828712	-1.82574908906072	4.66223744793316	1.97747340037258	0.292771769113769	-0.534863206145664	15.1948694334197	5.45635194204809	3.77511923148172	3.8403382836336	2.12305997625626	-0.898107159515127	-7.78500108397585	5.97919080712106	-3.47486539482485	2.51309085074014	-1.75666796301993	1.02257303516081	5.65864369309774	24.4708369572479	5.65864369309774	30.1891592944136	5.71832233716574	1.10586431194611	0.288803013826221	1.295428402085	1.68030623710717	0.379191849168439	1.10586431194611	0.288803013826221	5.71832233716574	0.379191849168439	49.6433873357773	88.7205402424542	93.8947661908831	86.1160999427873	72.6886078879558	63.3143810326353	2.37202131142234	0.800333332083257	0.512198235243033	1.05948974409605	0.216332765551269	-0.469139739828611	-0.128549861358666	-4.72388381057133E-02	-2.24857951591155E-02	3.90628061612903E-03	-0.052150438071007	0.020254878427446	13.9603336396051	17.670813481992	4.95853146491593	3.15881139295267	34.7548093127881	40.7732309403113	30.9496797146413	20.6961126858143	26.312812501924	11.6212438514216	28.6148062528057	45.1497040282642	25.9281353309801	31.0869535014465	12.2380618918041	20.8834096891552	6.65535454865052	0.20289888361657	109.152261901913	206	39.1132613736694	38.5015891456311	3	3	0.999977662513565	1.00962100390197E-11	2.2337476339119E-05	2.43699210234603E-02	1.12770946918777	0	0.504561052470992	6.68675189575796E-02	c|2|{15.3998,0.0000,0.0000}1c|2|{16.9398,0.0000,0.0000}c|2|{17.7010,-1.3453,0.0000}c|2|{16.9398,-2.6729,0.0000}c|2|{15.3998,-2.6729,0.0000}(N{14.6210,-4.0005,0.0000}S{13.0810,-4.0005,0.0000}(=O{13.0810,-5.5403,0.0000})(=O{13.0810,-2.4605,0.0000})c|1|{11.5410,-4.0005,0.0000}2c|1|{10.7799,-5.3456,0.0000}c|1|{9.2399,-5.3456,0.0000}c|1|{8.4611,-4.0005,0.0000}(N{6.9211,-4.0005,0.0000}=N{6.1599,-5.3456,0.0000}c|0|{4.6200,-5.3456,0.0000}3c|0|{3.8411,-6.6732,0.0000}c|0|{2.3011,-6.6732,0.0000}c|0|{1.5400,-5.3456,0.0000}(O{0.0000,-5.3456,0.0000})c|0|{2.3011,-4.0005,0.0000}(C{1.5400,-2.6729,0.0000}(O{0.0000,-2.6729,0.0000})=O{2.3011,-1.3453,0.0000})c|0|{3.8411,-4.0005,0.0000}3)c|1|{9.2399,-2.6729,0.0000}c|1|{10.7799,-2.6729,0.0000}2)n|2|{14.6210,-1.3453,0.0000}1	6
